Id_reserva,Fecha_reserva,Id_socio,Id_clase
7966,2025-09-28 08:15:52,5547,8034
7967,2020-12-28 19:45:12,6844,3958
7968,2024-02-09 21:15:38,9294,3603
7969,2025-07-06 16:30:43,5135,4358
7970,2023-09-19 14:45:03,3145,2131
7971,2025-04-28 07:30:19,4012,906
7972,2024-09-28 15:15:13,952,5276
7973,2025-07-22 12:45:37,2371,2955
7974,2024-03-20 06:00:54,3056,5486
7975,2021-06-30 10:15:04,5185,2765
7976,2025-05-15 20:00:04,294,8565
7977,2021-07-23 08:30:48,5973,9056
7978,2023-10-04 19:45:04,4927,944
7979,2023-04-30 08:30:31,4717,662
7980,2024-01-30 15:15:46,6897,1925
7981,2022-10-15 07:15:17,1845,9526
7982,2022-01-19 11:30:00,5242,1586
7983,2022-07-26 06:15:34,1139,3657
7984,2022-04-21 12:45:46,8994,5312
7985,2023-09-26 09:15:06,8867,4294
7986,2025-04-02 11:30:43,6517,2572
7987,2025-04-21 09:00:27,4307,2895
7988,2023-01-25 18:00:50,7117,2213
7989,2024-11-15 17:00:56,7966,8021
7990,2024-03-13 19:45:03,9097,3962
7991,2021-02-11 19:45:02,4661,2678
7992,2024-12-29 19:30:52,4309,6583
7993,2025-09-08 07:45:19,7691,6631
7994,2025-05-31 11:45:50,7898,4718
7995,2022-07-28 10:30:18,496,6654
7996,2024-08-16 08:15:35,4902,3312
7997,2023-05-12 06:00:57,2380,7824
7998,2023-12-27 13:00:07,7897,8752
7999,2025-08-26 20:00:03,9432,2031
8000,2024-11-02 06:45:57,914,3024
8001,2023-05-13 11:30:57,1823,4674
8002,2024-02-08 07:15:46,6212,5010
8003,2025-02-21 08:45:51,8445,5630
8004,2022-11-27 17:30:14,7179,8001
8005,2022-12-06 06:30:14,1406,5335
8006,2022-11-16 11:00:45,139,245
8007,2024-02-06 08:15:37,613,8088
8008,2025-06-01 08:15:36,5005,6090
8009,2022-03-07 07:00:31,6393,3512
8010,2025-02-14 08:15:33,3007,4811
8011,2023-10-19 19:00:49,7430,3844
8012,2020-11-30 14:00:44,9500,4321
8013,2021-07-27 07:30:18,1652,7383
8014,2021-01-06 07:15:37,9715,7560
8015,2021-04-30 12:45:37,2199,6355
8016,2023-08-13 21:30:34,9748,3431
8017,2022-05-20 21:00:07,2175,2795
8018,2023-03-13 08:30:49,104,3445
8019,2024-11-05 17:00:18,5811,2879
8020,2023-04-15 17:15:22,9044,2423
8021,2021-06-19 07:45:22,1147,8672
8022,2023-02-04 18:30:56,2046,9985
8023,2021-10-19 06:15:05,266,3495
8024,2025-05-07 11:30:44,3748,6978
8025,2025-08-20 15:45:51,2103,5422
8026,2021-06-22 09:15:05,2611,4717
8027,2021-07-26 20:45:26,5690,7701
8028,2024-11-15 14:00:46,7805,8357
8029,2025-06-20 09:30:42,1712,8762
8030,2022-04-30 17:45:22,7367,7146
8031,2022-08-12 19:15:48,843,8811
8032,2025-07-26 21:30:39,8321,6429
8033,2023-04-27 15:45:27,1253,2661
8034,2021-04-08 07:45:51,8005,8455
8035,2024-06-01 13:15:46,298,9351
8036,2022-03-13 18:15:24,198,7570
8037,2021-08-18 15:15:33,7464,6486
8038,2022-09-10 09:00:58,8831,3001
8039,2022-09-19 17:00:41,1707,7179
8040,2023-08-31 15:30:43,8811,1331
8041,2025-09-19 06:15:45,2736,7432
8042,2024-07-23 14:00:53,8973,5572
8043,2021-11-17 19:45:11,6458,2295
8044,2024-12-30 08:15:33,8919,1621
8045,2021-06-10 17:00:58,1957,6337
8046,2023-11-08 16:30:22,6292,2520
8047,2022-06-17 12:00:09,1815,8782
8048,2024-04-26 08:30:41,5556,8622
8049,2022-08-05 18:30:09,4062,9590
8050,2025-12-02 13:15:10,2314,234
8051,2025-03-13 20:30:48,1503,4084
8052,2023-02-25 06:45:30,975,1406
8053,2025-08-23 13:15:43,1397,5359
8054,2022-03-01 09:30:51,6198,3438
8055,2023-11-27 14:45:58,3716,9883
8056,2022-01-16 13:00:11,6075,3844
8057,2022-02-28 10:00:42,6955,7751
8058,2021-10-07 08:45:24,4096,2517
8059,2020-11-29 15:30:26,2192,8771
8060,2023-05-21 20:00:45,3354,2183
8061,2021-01-02 20:00:43,4870,8585
8062,2024-09-09 08:00:49,2551,6044
8063,2025-05-13 08:30:38,1292,5563
8064,2023-01-30 09:45:32,9067,9099
8065,2022-07-28 20:15:44,1117,2599
8066,2022-04-10 19:45:03,4456,6326
8067,2020-12-31 13:45:42,5997,3423
8068,2024-04-08 10:00:57,9895,6172
8069,2024-09-16 15:00:09,2995,1687
8070,2021-03-06 18:15:48,7397,2652
8071,2021-02-09 08:00:29,649,7431
8072,2023-04-23 07:45:44,7637,6996
8073,2021-05-06 21:00:53,1419,4762
8074,2020-12-29 20:00:14,9843,8065
8075,2023-12-11 07:45:39,3957,338
8076,2021-12-08 16:00:41,3875,4977
8077,2025-09-22 12:00:50,8108,8534
8078,2024-07-31 10:45:39,9524,1903
8079,2021-02-14 13:15:42,3508,4340
8080,2024-11-12 18:15:14,952,6599
8081,2024-08-05 08:15:32,4013,3231
8082,2025-04-28 15:15:30,938,9935
8083,2023-12-22 06:45:30,4412,8611
8084,2025-08-06 17:30:05,2220,3730
8085,2024-09-13 11:00:32,1960,5958
8086,2023-07-15 09:00:15,8906,8085
8087,2022-06-30 19:00:16,1462,128
8088,2022-10-08 09:30:57,199,6606
8089,2023-02-15 12:00:38,4181,2786
8090,2024-02-20 18:45:52,8493,9224
8091,2024-09-21 17:30:29,8445,6812
8092,2024-12-28 14:30:43,5864,317
8093,2021-02-14 08:45:36,9751,7684
8094,2023-06-13 11:30:30,1987,90
8095,2024-08-23 20:30:42,7511,8453
8096,2025-08-20 16:30:29,1309,6752
8097,2025-02-17 13:45:00,3909,2714
8098,2020-11-25 20:45:25,5739,6736
8099,2025-04-24 14:15:56,3909,9967
8100,2022-09-14 21:45:17,4287,8410
8101,2024-05-19 17:15:09,4127,6162
8102,2025-07-14 09:00:31,9066,4648
8103,2025-08-17 10:30:36,572,3504
8104,2021-12-23 11:45:29,8302,7560
8105,2020-12-07 20:00:43,7909,9019
8106,2024-07-30 10:30:48,4945,9593
8107,2022-12-13 16:30:12,2305,5676
8108,2021-01-01 12:15:23,897,3846
8109,2023-05-15 13:30:59,8528,6778
8110,2024-11-05 07:00:18,9763,9329
8111,2024-02-12 19:15:29,5127,930
8112,2023-01-08 21:00:33,7686,1058
8113,2024-09-27 13:45:17,3746,1413
8114,2023-05-03 14:15:49,778,9305
8115,2024-01-05 08:30:08,8048,990
8116,2025-06-03 17:15:18,7263,4970
8117,2020-12-02 12:45:05,6613,5184
8118,2022-07-24 17:15:18,4266,2796
8119,2022-11-30 17:00:39,1286,784
8120,2023-07-12 06:30:58,9628,6359
8121,2023-11-15 21:15:05,1958,3110
8122,2024-08-10 18:30:48,9821,6076
8123,2022-10-13 12:45:24,783,648
8124,2024-09-21 08:30:32,2956,6836
8125,2022-09-04 19:30:57,5265,4947
8126,2022-05-30 06:45:02,7475,3185
8127,2024-09-09 19:00:39,5571,6553
8128,2023-01-25 20:00:15,7080,3265
8129,2024-09-07 09:30:30,8718,9403
8130,2023-03-04 13:00:54,1610,5144
8131,2024-07-17 17:30:16,2189,2489
8132,2021-11-13 09:00:34,977,9653
8133,2022-05-16 14:00:46,5493,3534
8134,2021-03-04 09:00:10,685,1221
8135,2021-04-12 19:15:08,1639,8677
8136,2022-08-14 13:00:11,975,55
8137,2022-03-16 12:00:12,8882,6977
8138,2021-04-28 16:15:46,2719,9162
8139,2022-12-21 19:30:42,3717,9840
8140,2023-06-18 12:00:09,5074,1442
8141,2024-05-02 09:30:35,8207,8646
8142,2024-10-17 12:15:07,4058,9091
8143,2025-05-10 19:30:13,4245,314
8144,2023-10-20 13:15:07,4432,9893
8145,2021-04-26 17:30:28,1626,5293
8146,2021-03-30 08:45:06,3699,7791
8147,2022-04-26 07:45:56,9921,9946
8148,2025-05-07 11:00:11,7751,5634
8149,2025-03-22 06:30:13,3435,6699
8150,2021-02-25 07:45:13,2100,6752
8151,2022-08-30 10:45:52,6714,9923
8152,2022-06-24 19:30:38,8871,489
8153,2023-01-06 16:30:42,7667,2249
8154,2023-08-14 19:45:08,4678,5741
8155,2023-05-10 18:45:59,8279,304
8156,2021-10-16 10:15:40,1265,1750
8157,2024-07-12 18:00:24,6715,9576
8158,2023-04-16 14:00:01,8191,5364
8159,2022-03-07 14:15:51,3506,7616
8160,2023-07-30 13:15:11,2495,554
8161,2024-06-24 10:00:00,4020,7382
8162,2024-10-27 21:30:41,2011,3186
8163,2022-06-10 15:15:55,8207,796
8164,2024-07-07 21:15:56,6889,4279
8165,2020-11-22 17:00:07,4761,3249
8166,2021-07-18 19:45:27,6180,5715
8167,2022-06-15 09:30:16,8892,5263
8168,2024-01-08 17:15:08,965,6993
8169,2025-04-02 10:00:18,7289,7354
8170,2022-10-29 10:45:27,1470,8006
8171,2024-02-20 19:30:00,8304,5136
8172,2022-08-31 06:30:28,7254,1392
8173,2021-04-23 17:45:20,7803,9192
8174,2024-04-27 17:30:07,1729,8921
8175,2020-12-20 20:30:52,870,6548
8176,2023-01-21 06:00:59,9984,3802
8177,2021-06-11 19:15:21,2240,2967
8178,2023-12-04 13:30:55,2611,5862
8179,2021-04-19 16:00:53,3409,9103
8180,2021-04-03 20:15:59,6820,6544
8181,2022-01-30 18:30:23,7842,4052
8182,2023-05-16 16:30:48,6002,3877
8183,2021-06-27 06:00:36,1177,3624
8184,2022-11-09 19:15:14,1587,6711
8185,2023-12-26 20:30:55,7566,8126
8186,2021-02-06 06:45:25,9011,3220
8187,2023-09-21 18:45:25,8482,4619
8188,2024-03-18 18:30:07,9711,2694
8189,2021-11-19 11:15:04,5948,7625
8190,2021-06-30 15:15:35,6277,2351
8191,2025-11-03 13:30:34,2147,9203
8192,2021-08-20 09:00:32,7489,2332
8193,2022-11-21 11:15:17,9134,5510
8194,2024-02-14 08:45:04,1430,8298
8195,2020-11-17 20:30:15,6664,4099
8196,2025-02-25 14:15:03,9031,6646
8197,2021-06-03 17:00:51,6635,7452
8198,2022-02-26 16:45:40,465,8939
8199,2024-02-07 07:00:02,5193,9867
8200,2022-02-05 18:15:23,9869,585
8201,2024-11-17 07:45:40,4802,7201
8202,2022-09-21 09:30:00,5728,5034
8203,2021-01-04 14:00:03,7261,9443
8204,2021-08-03 07:15:22,4775,2974
8205,2024-03-30 08:45:31,2031,6234
8206,2024-05-08 17:30:35,7478,6375
8207,2024-10-19 06:30:33,6727,2530
8208,2022-12-16 18:30:11,1060,1751
8209,2025-03-28 15:15:10,5338,9677
8210,2022-03-21 15:00:41,2564,3412
8211,2021-12-06 06:30:52,7592,3959
8212,2023-12-16 14:45:00,3280,6545
8213,2022-08-10 20:45:20,5112,5759
8214,2021-02-04 13:30:50,2466,8272
8215,2023-12-29 06:00:54,2931,7542
8216,2023-11-24 09:30:25,7012,5544
8217,2023-07-30 21:30:34,8308,1870
8218,2022-01-28 09:00:55,3619,8031
8219,2025-07-24 08:15:51,5044,4354
8220,2023-05-30 11:45:50,3980,8554
8221,2021-04-07 06:00:29,917,6624
8222,2023-09-02 16:45:29,1552,1669
8223,2025-07-03 08:45:51,8628,7760
8224,2023-04-06 07:15:58,6219,27
8225,2021-04-15 19:15:40,1834,1562
8226,2023-04-05 21:45:29,8046,8205
8227,2025-01-16 07:00:21,3652,2047
8228,2022-06-12 12:30:19,4843,4480
8229,2024-11-17 09:45:44,2808,2571
8230,2022-12-05 08:45:23,9431,7059
8231,2021-06-24 07:30:18,4027,7883
8232,2024-10-07 21:00:42,5041,5405
8233,2024-07-20 17:00:38,6276,4802
8234,2021-01-10 10:15:54,2459,6147
8235,2022-12-06 16:15:19,8351,8506
8236,2024-07-08 21:30:33,5955,3198
8237,2023-05-28 14:00:23,2843,4913
8238,2025-04-12 08:45:54,796,4879
8239,2021-10-14 09:30:34,3906,8210
8240,2021-11-12 10:00:47,6610,1653
8241,2021-10-06 20:45:02,5233,3195
8242,2025-06-26 12:30:00,8438,2700
8243,2020-12-11 11:00:08,4665,6125
8244,2022-11-17 11:45:21,4403,4241
8245,2021-03-04 15:15:01,5483,6590
8246,2023-09-30 21:00:50,6791,2512
8247,2025-03-31 15:45:49,5286,1640
8248,2021-01-01 14:45:31,3370,9058
8249,2022-02-20 16:45:34,6492,7185
8250,2022-09-12 08:30:35,6328,3716
8251,2025-11-10 17:45:45,2775,3735
8252,2022-05-06 07:00:16,2884,3750
8253,2022-08-14 16:00:42,2559,760
8254,2023-12-01 18:15:29,5038,9245
8255,2024-02-04 17:45:33,2663,144
8256,2020-12-24 11:45:49,1524,1473
8257,2022-06-29 13:30:11,6951,3724
8258,2023-07-20 08:15:50,6816,2549
8259,2024-05-06 07:15:33,6839,209
8260,2025-02-09 16:30:40,9481,7626
8261,2022-03-11 10:15:09,7466,7587
8262,2023-12-20 21:15:47,6165,3565
8263,2023-09-07 15:15:50,7902,7968
8264,2025-09-16 18:30:46,347,4455
8265,2021-11-13 19:30:45,6026,7516
8266,2025-03-17 09:30:25,3515,8441
8267,2025-08-23 14:15:54,170,7361
8268,2025-06-21 17:45:45,8526,105
8269,2023-09-27 19:15:58,1307,7833
8270,2022-09-24 21:15:44,5439,7062
8271,2025-11-29 12:15:18,2285,9581
8272,2022-05-24 08:15:33,8151,4873
8273,2022-10-16 09:00:46,6499,5897
8274,2022-09-10 18:00:32,718,5606
8275,2024-10-14 09:00:19,9567,1225
8276,2024-12-03 13:00:11,6355,7593
8277,2021-10-16 19:00:48,2694,9570
8278,2024-04-17 21:30:45,4438,4066
8279,2023-01-15 19:15:56,121,3681
8280,2022-07-30 18:15:22,6992,5425
8281,2024-10-24 14:15:08,4567,9235
8282,2023-08-29 07:30:00,9562,6718
8283,2021-06-24 07:00:54,2325,6479
8284,2022-10-01 17:00:09,1640,2704
8285,2024-10-24 12:00:34,684,1490
8286,2021-11-29 19:00:12,7049,6243
8287,2021-07-07 16:15:48,2507,9053
8288,2021-02-28 13:45:49,9365,6622
8289,2021-09-14 11:45:01,2283,9635
8290,2022-12-03 20:00:05,6903,8852
8291,2023-08-01 21:15:38,6644,903
8292,2022-12-18 12:15:09,8965,7573
8293,2025-05-04 15:45:08,2048,7692
8294,2023-03-06 11:45:52,1122,4635
8295,2025-02-23 06:00:24,8512,876
8296,2024-01-20 09:15:35,261,7263
8297,2023-05-21 18:45:45,668,1833
8298,2022-04-20 19:45:07,426,791
8299,2021-01-12 21:00:42,9747,6003
8300,2022-04-14 15:15:33,2654,8734
8301,2021-01-30 17:30:54,1591,3038
8302,2025-06-08 11:45:02,9396,5730
8303,2023-01-25 20:45:51,3188,4189
8304,2022-05-10 18:30:22,5121,4719
8305,2021-05-21 13:30:52,1458,5881
8306,2022-08-19 09:30:46,8146,9423
8307,2023-01-08 14:15:32,9514,3931
8308,2025-04-15 19:30:24,5268,2090
8309,2022-02-09 15:45:03,3121,5258
8310,2023-12-04 14:15:52,3626,9011
8311,2021-01-02 10:15:05,8174,2157
8312,2023-05-06 08:15:48,9826,6208
8313,2021-02-09 06:45:46,8321,3363
8314,2024-07-18 18:15:13,5049,8691
8315,2023-11-26 16:00:03,834,4426
8316,2025-03-23 12:30:01,5426,6051
8317,2022-12-20 13:45:16,5314,7574
8318,2023-06-11 07:15:39,2025,786
8319,2022-11-22 16:15:02,4008,697
8320,2024-04-09 19:15:45,243,697
8321,2021-01-12 10:30:48,7806,3705
8322,2021-03-13 11:00:10,5262,7018
8323,2025-07-07 10:45:02,5129,8527
8324,2022-01-20 19:00:15,2650,9024
8325,2022-11-05 08:45:00,9917,4391
8326,2024-12-11 10:00:25,9827,4221
8327,2022-12-18 14:30:05,6741,4322
8328,2022-07-06 07:15:23,7822,2982
8329,2022-09-20 14:30:01,6672,1235
8330,2021-11-05 08:45:52,8923,8291
8331,2021-01-08 12:45:17,9623,7778
8332,2021-05-10 17:30:55,160,6244
8333,2022-04-28 14:45:16,8707,6518
8334,2023-12-02 16:45:33,3933,4121
8335,2025-02-01 18:30:47,5167,2050
8336,2025-02-13 21:00:51,1020,4692
8337,2021-07-30 12:30:58,5925,790
8338,2024-12-18 06:15:02,4938,5362
8339,2023-06-14 18:00:20,1107,7637
8340,2022-01-30 19:00:10,9167,9345
8341,2023-04-21 19:15:17,3626,5298
8342,2025-10-24 09:45:09,4729,7158
8343,2024-06-22 20:15:09,1179,6071
8344,2022-08-22 18:00:53,6678,5894
8345,2022-05-05 16:30:55,5667,3173
8346,2022-06-27 07:45:46,4423,8438
8347,2022-07-19 08:30:36,6732,6932
8348,2024-02-11 16:30:26,3544,8223
8349,2022-06-20 19:45:32,3820,2757
8350,2023-05-18 13:30:52,540,9743
8351,2025-11-04 13:30:12,7067,3184
8352,2023-09-25 16:15:26,7367,2992
8353,2022-01-08 20:45:20,9050,9761
8354,2022-03-21 16:30:27,5435,9082
8355,2022-07-31 21:15:52,736,9178
8356,2023-02-18 16:00:14,7946,2279
8357,2022-09-26 20:30:40,8360,6715
8358,2024-04-15 20:00:21,6786,2301
8359,2024-11-12 12:15:46,4552,7589
8360,2022-05-21 14:00:38,6149,1296
8361,2025-07-05 11:00:11,4365,6151
8362,2023-11-24 17:45:11,6884,7453
8363,2025-05-03 08:15:00,6600,1359
8364,2024-02-02 17:30:00,929,5552
8365,2025-10-28 20:30:10,8231,3501
8366,2023-12-07 08:45:33,4584,3810
8367,2024-10-29 10:15:50,3406,120
8368,2022-04-01 09:15:51,5408,9543
8369,2023-10-16 20:30:18,9578,4079
8370,2022-04-21 21:00:15,1057,7398
8371,2023-05-10 20:15:31,1213,8680
8372,2022-04-28 15:30:09,3454,1362
8373,2024-02-04 07:15:13,6843,7584
8374,2024-02-22 09:15:29,1733,5978
8375,2022-02-18 07:30:02,5545,7862
8376,2023-02-20 10:00:34,8709,2861
8377,2025-04-07 19:00:13,2341,7979
8378,2021-08-16 10:30:34,7230,5544
8379,2025-04-16 16:15:48,4442,9626
8380,2022-02-18 16:00:15,6958,6553
8381,2021-11-20 16:15:06,317,579
8382,2021-07-09 16:45:46,7866,8621
8383,2020-11-06 11:45:13,1289,1864
8384,2022-09-01 10:00:06,6041,819
8385,2021-09-14 16:15:35,6878,7752
8386,2023-11-02 14:45:01,337,1758
8387,2024-08-02 07:00:26,5217,27
8388,2020-11-04 20:30:56,6503,8253
8389,2025-02-27 06:45:49,4229,8255
8390,2025-05-27 11:45:29,8515,2772
8391,2022-05-23 07:00:39,9803,3518
8392,2021-03-07 11:30:27,7831,6340
8393,2022-09-28 17:00:47,5999,8356
8394,2024-11-09 16:30:57,6936,5944
8395,2025-04-29 19:30:36,2077,9539
8396,2022-04-05 06:30:56,7859,5152
8397,2021-01-23 13:15:17,3045,3826
8398,2025-05-30 21:45:55,8041,8460
8399,2021-07-31 16:30:55,4268,5551
8400,2024-05-27 20:45:39,4061,9508
8401,2022-11-30 19:30:11,5544,2300
8402,2021-07-27 08:00:40,588,3013
8403,2022-01-24 15:15:42,9042,3248
8404,2024-01-04 19:00:12,68,9875
8405,2025-10-06 14:30:03,4915,7134
8406,2021-01-03 08:45:13,6305,3082
8407,2025-04-11 21:45:58,3570,9914
8408,2022-02-19 20:30:30,972,4802
8409,2025-05-04 06:15:01,5287,971
8410,2021-09-27 19:15:30,7098,6209
8411,2021-02-16 07:00:59,1117,7260
8412,2025-02-28 20:45:24,5812,1401
8413,2024-01-07 11:30:43,267,9996
8414,2024-05-11 12:30:49,2054,2154
8415,2022-12-12 08:15:30,1523,4381
8416,2024-06-01 16:15:32,1408,7313
8417,2024-05-10 10:00:11,402,5985
8418,2022-11-04 06:15:15,265,2861
8419,2020-11-21 16:30:34,7140,3266
8420,2020-12-08 16:30:29,3489,220
8421,2024-10-27 20:30:51,4276,1851
8422,2025-05-08 09:45:52,6383,4307
8423,2022-05-01 07:30:43,8575,9720
8424,2024-10-27 20:30:27,8994,8628
8425,2022-10-08 08:00:00,9762,7008
8426,2023-04-23 11:15:31,3556,3463
8427,2022-02-28 19:15:16,7365,3707
8428,2021-07-04 20:00:04,4642,5250
8429,2021-11-02 08:15:39,4110,6632
8430,2021-08-11 11:00:15,7850,8666
8431,2022-03-18 12:45:36,848,7223
8432,2020-11-29 14:30:45,7375,809
8433,2022-02-07 10:45:24,2662,388
8434,2024-12-25 19:15:54,2563,4984
8435,2021-09-13 18:15:16,1748,5481
8436,2023-08-31 21:30:06,7871,7378
8437,2021-04-17 19:15:41,3724,3245
8438,2024-08-29 07:45:31,2209,7841
8439,2023-05-08 08:30:00,7713,7565
8440,2022-08-08 10:30:27,8797,4155
8441,2021-12-09 06:30:36,4964,5587
8442,2025-04-08 17:00:27,7537,5480
8443,2021-09-24 12:00:43,4825,5097
8444,2022-07-06 13:15:35,5915,4839
8445,2020-11-30 11:45:22,3901,8729
8446,2025-08-01 12:00:46,9067,2583
8447,2025-03-16 20:30:16,7564,5417
8448,2021-01-25 18:00:30,6226,9694
8449,2024-09-04 12:00:43,5487,8302
8450,2022-05-26 21:00:03,3339,1658
8451,2024-08-20 12:45:12,6975,9905
8452,2021-12-11 07:15:41,8320,683
8453,2023-01-10 15:30:22,8749,3765
8454,2024-09-16 12:30:31,6635,9251
8455,2022-07-14 12:45:17,9635,5274
8456,2025-09-21 18:00:40,3787,9355
8457,2023-08-08 20:30:41,7710,6689
8458,2022-03-15 11:00:36,6586,3548
8459,2022-12-07 14:45:16,2799,8086
8460,2021-09-28 10:00:51,1670,1867
8461,2024-06-30 17:15:25,1346,432
8462,2024-07-29 08:00:13,9558,5408
8463,2024-07-04 19:15:33,6757,7934
8464,2021-09-17 20:00:22,4930,9762
8465,2022-04-20 09:15:32,6626,5245
8466,2024-05-29 19:45:13,8605,5978
8467,2025-11-02 12:15:04,3622,7281
8468,2021-07-13 21:15:10,6756,3598
8469,2024-09-08 06:15:38,3850,4195
8470,2025-06-13 06:45:13,7964,3547
8471,2024-04-09 16:15:35,6104,2963
8472,2024-05-06 14:00:27,2526,4303
8473,2022-06-15 16:00:19,9014,533
8474,2022-12-05 19:15:42,5715,6116
8475,2024-10-18 10:30:46,8271,6660
8476,2023-08-27 10:15:57,6123,3602
8477,2022-05-06 07:30:43,3242,5296
8478,2021-05-26 21:00:58,4838,358
8479,2021-12-28 07:45:18,7785,4795
8480,2023-02-06 13:30:06,7360,1851
8481,2022-07-13 12:45:29,3309,2054
8482,2022-01-10 17:00:55,3639,5141
8483,2022-12-30 16:45:51,4154,6639
8484,2025-11-25 17:45:58,7781,8113
8485,2021-11-21 12:45:24,2906,5334
8486,2022-11-11 07:45:02,7146,1238
8487,2023-03-20 13:45:35,5058,2593
8488,2025-01-02 20:45:11,11,8267
8489,2025-04-01 11:15:29,2513,3730
8490,2023-05-25 17:45:50,7191,7464
8491,2025-08-29 17:15:18,3449,6608
8492,2024-10-25 12:30:43,2848,9271
8493,2025-07-23 09:00:24,7127,9528
8494,2021-03-20 06:00:38,2126,6519
8495,2025-06-22 06:00:52,5516,3828
8496,2024-04-15 15:00:26,766,2087
8497,2022-04-09 06:30:51,7228,2891
8498,2022-08-01 13:00:51,1044,6581
8499,2025-07-23 19:15:31,1751,6841
8500,2025-01-01 06:00:32,2326,1984
8501,2025-08-04 10:30:52,6726,1679
8502,2023-07-02 19:15:46,2500,1924
8503,2021-05-07 20:30:03,5498,745
8504,2023-05-28 17:00:11,8628,5180
8505,2024-09-03 20:45:16,8541,4481
8506,2025-02-17 18:00:20,9273,8064
8507,2021-03-30 12:30:01,2789,8902
8508,2025-01-13 10:15:02,3765,8461
8509,2025-04-08 11:15:45,8093,3308
8510,2022-12-13 11:00:12,8476,7466
8511,2021-03-12 15:15:01,6316,5291
8512,2025-08-31 16:15:54,1716,2525
8513,2024-05-09 16:00:08,6887,7774
8514,2022-05-01 14:15:51,1471,8077
8515,2024-02-14 14:15:35,3709,8089
8516,2022-11-21 08:45:26,4172,7728
8517,2025-08-31 08:30:02,5350,6341
8518,2024-11-04 20:00:38,7401,3396
8519,2025-06-02 16:30:41,1308,1429
8520,2023-06-24 07:00:46,5178,2266
8521,2021-06-29 14:15:47,6363,7491
8522,2024-07-05 17:30:29,9782,9075
8523,2024-04-15 16:00:53,6644,2169
8524,2020-11-13 17:15:04,1236,7299
8525,2025-09-22 15:45:41,511,1023
8526,2020-12-30 11:45:23,5583,2417
8527,2025-07-27 12:00:57,9265,520
8528,2025-03-06 09:30:28,7556,3183
8529,2022-11-13 21:45:58,9262,8638
8530,2023-01-30 08:30:43,5810,7883
8531,2021-06-29 08:45:58,144,905
8532,2021-06-17 20:00:17,7553,9909
8533,2025-11-12 16:45:19,7509,706
8534,2025-05-11 20:00:04,7245,249
8535,2021-08-19 17:45:22,9775,9747
8536,2024-03-01 08:00:44,6984,6507
8537,2022-02-20 12:00:10,5373,125
8538,2023-08-13 19:15:37,1743,7713
8539,2021-03-21 17:30:22,2725,8527
8540,2022-10-19 11:45:59,2181,5395
8541,2023-02-23 18:45:11,3611,9492
8542,2025-02-12 06:30:09,3670,2279
8543,2022-11-14 19:15:52,1007,2315
8544,2025-10-01 21:45:07,5403,1922
8545,2021-10-25 08:30:10,938,7899
8546,2023-01-20 17:00:52,6601,6669
8547,2021-06-16 17:30:09,5193,3656
8548,2023-05-31 09:15:02,5154,8626
8549,2022-08-01 14:00:41,8269,5463
8550,2024-08-06 06:30:05,7630,3265
8551,2021-01-06 16:45:27,4409,5794
8552,2023-03-25 15:30:08,6087,9816
8553,2021-01-13 09:30:19,5571,8886
8554,2025-08-08 06:15:40,9244,8079
8555,2023-06-04 17:30:53,3575,14
8556,2021-12-15 21:30:01,3223,5275
8557,2024-01-14 16:30:55,1707,150
8558,2025-01-05 10:15:31,2886,7439
8559,2025-05-14 16:45:12,3016,5731
8560,2021-03-18 11:15:52,4336,2849
8561,2023-04-17 20:00:52,7864,5306
8562,2021-04-29 17:00:16,7117,1734
8563,2023-03-01 11:15:06,73,3909
8564,2021-09-05 08:00:43,811,757
8565,2021-03-20 19:30:35,3338,3468
8566,2022-01-26 07:45:52,8673,5498
8567,2021-12-05 17:00:07,270,4922
8568,2024-04-02 13:30:43,8819,8863
8569,2021-06-13 09:30:16,3191,3925
8570,2022-07-23 13:00:04,9581,5218
8571,2025-10-04 10:30:49,573,8195
8572,2024-10-27 12:45:26,2215,5630
8573,2022-08-20 20:15:12,6239,4528
8574,2021-05-30 16:15:51,1987,8637
8575,2023-04-23 21:45:21,7613,8557
8576,2023-01-31 12:30:56,4699,196
8577,2024-11-20 13:15:20,2188,2392
8578,2022-09-10 12:00:00,8177,1569
8579,2024-06-28 10:15:56,9095,9450
8580,2020-11-09 09:15:52,9349,4939
8581,2025-11-03 18:30:44,9668,6091
8582,2024-03-15 19:00:19,7486,9413
8583,2023-07-16 10:00:42,2620,5196
8584,2022-06-05 11:00:49,483,1618
8585,2024-11-07 07:30:22,5001,3463
8586,2025-05-30 16:30:57,1725,2942
8587,2022-05-12 17:00:46,7783,7121
8588,2025-02-19 19:30:07,1988,6886
8589,2023-07-29 06:30:01,6630,1508
8590,2021-08-14 08:30:07,8870,4201
8591,2021-04-05 20:45:55,1111,9857
8592,2025-07-29 18:00:17,4281,3183
8593,2021-02-09 06:00:31,7310,6964
8594,2025-01-20 10:45:36,7579,3672
8595,2024-04-08 10:15:36,2276,9885
8596,2024-01-02 12:00:04,3061,3151
8597,2022-11-02 20:00:17,2491,7268
8598,2024-03-26 14:30:59,4025,6172
8599,2023-06-06 08:45:06,1545,4030
8600,2023-01-08 19:30:06,621,649
8601,2025-04-08 06:15:38,9794,9388
8602,2021-06-28 21:15:18,7857,268
8603,2024-03-28 09:00:52,1418,6670
8604,2022-09-01 11:15:14,8227,1545
8605,2025-11-19 16:00:06,2026,3846
